id,name,latitude,longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
438,"Mobile Temporary Station",42.35147849233603,-71.044162200742,42.351504,-71.044189,1,rooftop,81,"Northern Ave",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
T32008,"Hawthorne Boulevard",42.5223714,-70.8903331,42.522409,-70.890078,1,rooftop,109,"Essex St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32110,"Talbot Ave T Station",42.29225148276875,-71.07797205453608,42.292158,-71.078145,1,rooftop,210,"Talbot Ave",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
472,"MIT Hayward St at Amherst St",42.36085937353302,-71.08551858007559,42.361167,-71.085649,1,rooftop,26,"Carleton St",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
49,"Stuart St at Charles St",42.351146,-71.066289,42.351307,-71.066452,1,rooftop,143,"Stuart St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,42.352758,-71.048191,1,rooftop,51,"Seaport Blvd",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
C32000,"Tremont St at E Berkeley St",42.345392,-71.069616,42.345539,-71.069321,1,rooftop,494,"Tremont St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
355,"Bennington St at Constitution Beach",42.385223935870535,-71.01063068965232,42.385091,-71.010763,1,rooftop,765,"Bennington St",,,"East Boston",MA,"Suffolk County",02128,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
47,"Cross St at Hanover St",42.362811,-71.056067,42.362905,-71.055905,1,rooftop,66A,"Cross St",,,Boston,MA,"Suffolk County",02113,US,"City of Boston"
C32049,"Thetford Ave at Norfolk St",42.286237121,-71.079406142,42.286302,-71.079356,1,rooftop,184,"Norfolk St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32058,"Lansdowne T Stop",42.347422957,-71.100257635,42.347285,-71.10069,1,rooftop,3,"David Ortiz Dr",,,Boston,MA,"Suffolk County",02215,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32034,"Commonwealth Ave at Kelton St",42.348358628170445,-71.13997217276847,42.348266,-71.139873,1,rooftop,1440-1432,"Commonwealth Ave",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
T32006,"Lafayette at Leach St",42.51142784358897,-70.89183300733566,42.511377,-70.89161,1,rooftop,235,"Lafayette St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
492,"Harvard Stadium: N. Harvard St at Soldiers Field Rd",42.368019,-71.1242,42.367838,-71.123818,1,rooftop,710,"Soldiers Field Rd",,,Boston,MA,"Suffolk County",02163,US,"City of Boston"
555,"Hyde Park Library",42.2568376,-71.122509,42.2566,-71.122517,1,rooftop,36-40,"Winthrop St",,,"Hyde Park",MA,"Suffolk County",02136,US,"City of Boston"
D32019,"Chinatown T Stop",42.352409,-71.062679,42.352622,-71.062751,1,rooftop,631,"Washington St",,,Boston,MA,"Suffolk County",02111,US,"City of Boston"
F32004,"Harris Park",42.41081837243052,-71.08152866385353,42.410927,-71.081711,1,rooftop,79,"3rd St",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
561,"Pier 4 Blvd at Autumn Ln",42.3502102,-71.0446705,42.350206,-71.044937,1,rooftop,55,Blvd,,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
491,"Harrison Ave at E. Dedham St",42.339194,-71.06975,42.339309,-71.069391,1,rooftop,656,"Harrison Ave",,,Boston,MA,"Suffolk County",02118,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32055,"Bartlett St at John Elliot Sq",42.3294633,-71.0901582,42.329364,-71.090273,1,rooftop,10-18,"John Eliot Sq",,,Boston,MA,"Suffolk County",02119,US,"City of Boston"
530,"Foley St at Grand Union Blvd",42.39301840035393,-71.08071684837341,42.392703,-71.080762,1,rooftop,275,"Foley St",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
87,"Harvard University Housing - 115 Putnam Ave at Peabody Terrace",42.366621,-71.114214,42.366418,-71.114198,1,rooftop,125,"Putnam Ave",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
4,"Tremont St at E Berkeley St",42.345392,-71.069616,42.345539,-71.069321,1,rooftop,494,"Tremont St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
338,"Commonwealth Ave at Kelton St",42.348358628170445,-71.13997217276847,42.348266,-71.139873,1,rooftop,1440-1432,"Commonwealth Ave",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
342,"Boylston St at Jersey St",42.344650628878306,-71.09732501226972,42.344651,-71.09694,1,rooftop,1282,"Boylston St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
C32024,"State Street at Channel Center",42.344241142,-71.052612662,42.344643,-71.0525,1,rooftop,169,"A St",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,42.365192,-71.102928,1,rooftop,605,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32016,"Beacon St at Massachusetts Ave",42.35082680669095,-71.0898108780384,42.350969,-71.089911,1,rooftop,7,"Massachusetts Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
461,"Railroad Lot and Minuteman Bikeway",42.41606457115141,-71.15336636682059,42.415869,-71.153372,1,rooftop,635R,"Massachusetts Ave",,,Arlington,MA,"Middlesex County",02476,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32053,"Broadway T Stop",42.343048583900966,-71.05803430091328,42.342756,-71.057846,1,rooftop,8-20,"Greenbaum St",,,Boston,MA,"Suffolk County",02127,US,"City of Boston"
565,"Wellington MBTA",42.4023682,-71.07573182424781,42.403623,-71.074058,0.98,rooftop,99,"Revere Beach Pkwy",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32014,"University of Massachusetts Boston - Campus Center",42.31218918475612,-71.03648586203235,42.313141,-71.038053,0.98,rooftop,425-429,"Mt Vernon St",,,Boston,MA,"Suffolk County",02125,US,"City of Boston"
498,"Broadway Opposite Norwood Ave  (Temp Winter Station)",42.396764,-71.102376,42.396909,-71.102251,1,rooftop,465,Broadway,,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
101,"Ball Sq",42.39920335720869,-71.11102235516228,42.399248,-71.110928,1,rooftop,149,"Boston Ave",,,Somerville,MA,"Middlesex County",02144,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
26,"Washington St at Waltham St",42.341574718737476,-71.06890439987183,42.341669,-71.069251,1,rooftop,1355,"Washington St",,,Boston,MA,"Suffolk County",02118,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
417,"Columbus Ave at W. Canton St",42.34474224772802,-71.07648162175792,42.344539,-71.076381,1,rooftop,398,"Columbus Ave",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
M32025,"Linear Park - Mass. Ave. at Cameron Ave. ",42.397828,-71.130516,42.398036,-71.130505,1,rooftop,2427,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
589,"North St at Liberty Hill Ave",42.52989964975891,-70.90614259243011,42.52997,-70.905901,1,rooftop,176,"North St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32024,"Beacon St at Charles St",42.356052,-71.069849,42.356279,-71.070041,1,rooftop,70,"Beacon St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
D32031,"Oak Square - 615 Washington St",42.350582838,-71.166343331,42.350329,-71.166641,1,rooftop,596,"Washington St",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32021,"Wentworth Institute of Technology - Huntington Ave at Vancouver St",42.33758601097239,-71.09627097845076,42.337742,-71.096353,1,rooftop,525,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
175,"Brighton Center - Washington St at Cambridge St",42.34894857235593,-71.15027189254761,42.348669,-71.150501,1,rooftop,288,"Washington St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
K32007,"St Mary's",42.346197076555455,-71.10728681087494,42.346365,-71.10741,1,rooftop,1012,"Beacon St",,,Brookline,MA,"Norfolk County",02446,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
N32006,"Watertown St at Albemarle Rd",42.354104081396585,-71.21382214128971,42.354116,-71.214098,1,rooftop,371,"Albemarle Rd",,,Newtonville,MA,"Middlesex County",02460,US,"Town of Newton"
M32020,"Harvard Law School at Mass Ave / Jarvis St",42.378394842,-71.1199193,42.378686,-71.119647,1,rooftop,1563,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
L32002,"Linwood St at Minuteman Bikeway",42.40935395518158,-71.14906518727366,42.409511,-71.14867,1,rooftop,29,"Linwood St",,,Arlington,MA,"Middlesex County",02474,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32084,"87-101 Cambridgepark Drive",42.395221870310664,-71.14421904097979,42.395118,-71.144802,1,rooftop,101,"Cambridgepark Dr",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
K32001,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,42.341875,-71.123488,1,rooftop,1368,"Beacon St",,,Brookline,MA,"Norfolk County",02446,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
584,"Malden Center T Station",42.426541,-71.073179,42.426013,-71.072928,0.99,rooftop,200,"Exchange St",,,Malden,MA,"Middlesex County",02148,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32055,"Grand Union Blvd at Revolution Dr",42.391658,-71.080351,42.391504,-71.080422,1,rooftop,290,"Revolution Dr",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32093,"101 Smith Place",42.392568,-71.150761,42.392588,-71.150813,1,rooftop,75,"Smith Pl",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
125,"Hyde Square - Barbara St at Centre St",42.32176525723952,-71.10984160567114,42.321745,-71.109687,1,rooftop,388A-388,"Centre St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
79,"Beacon St at Washington / Kirkland",42.37875351212593,-71.10707223415375,42.378553,-71.107285,1,rooftop,303,"Holden Grn",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32055,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,42.365968,-71.095598,1,rooftop,160,"Harvard St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
537,"Charles River Greenway - California St. at Fifth Ave",42.36455361053197,-71.19100391864777,42.364345,-71.190785,1,rooftop,2,"5th Ave",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
331,"Huntington Ave at Mass Art",42.336585554561154,-71.0988699646623,42.336318,-71.098459,1,rooftop,620,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
B32028,"Grove Hall Library - 41 Geneva Ave",42.30791,-71.080952,42.307816,-71.081087,1,rooftop,51,"Geneva Ave",,,Dorchester,MA,"Suffolk County",02121,US,"City of Boston"
526,"Beacon at Walnut",42.330062324402995,-71.20668411254883,42.329871,-71.206535,1,rooftop,920,"Walnut St",,,"Newton Highlands",MA,"Middlesex County",02461,US,"Town of Newton"
M32007,"Cambridge St - at Columbia St / Webster Ave",42.372969,-71.094445,42.372767,-71.094757,1,rooftop,1046,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32020,"Burlington Ave at Brookline Ave",42.345733,-71.100694,42.345759,-71.100491,1,rooftop,121,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
K32011,"Washington Sq",42.33985827126298,-71.13421171095978,42.34004,-71.134057,1,rooftop,1600,"Beacon St",,,Brookline,MA,"Norfolk County",02446,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
63,"Dorchester Ave at Gillette Park",42.344040510016356,-71.05737626552582,42.343895,-71.05768,1,rooftop,20,"Foundry St",,,Boston,MA,"Suffolk County",02127,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
T32002,"Salem Willows Park",42.53466911383265,-70.87021440267563,42.534324,-70.870117,1,rooftop,159,"Ft Ave",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
77,"Somerville City Hall",42.386844,-71.09812,42.387187,-71.098192,1,rooftop,93,"Highland Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32061,"One Beacon St",42.358477644348106,-71.06135129928589,42.358589,-71.061701,1,rooftop,4,"Somerset St",,,Boston,MA,"Suffolk County",02108,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
362,"Columbia Rd at Tierney Community Center",42.33023070528729,-71.05060093123029,42.330236,-71.050914,1,rooftop,1204-1214,"Columbia Rd",,,Boston,MA,"Suffolk County",02127,US,"City of Boston"
364,"Tremont St at Northampton St",42.338431795290944,-71.08169049924982,42.338409,-71.081521,1,rooftop,808-808A,"Tremont St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
N32012,"Beacon at Walnut",42.329946876,-71.206803441,42.329824,-71.206901,1,rooftop,919,"Walnut St",,,"Newton Highlands",MA,"Middlesex County",02461,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
13,"Boston Medical Center - E Concord St at Harrison Ave",42.33639915372498,-71.07306711393903,42.336177,-71.07309,1,rooftop,71,"E Concord St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
M32050,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,42.372405,-71.113324,1,rooftop,7,"Ware St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
367,"Vassal Lane at Tobin/VLUS",42.38536765218425,-71.13775670528412,42.385217,-71.137681,1,rooftop,374,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32058,"84 Cambridgepark Dr",42.3936,-71.143941,42.393339,-71.143913,1,rooftop,88,"Cambridgepark Dr",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
T32015,"North St at Liberty Hill Ave",42.52989964975891,-70.90614259243011,42.52997,-70.905901,1,rooftop,176,"North St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
525,"California at Chapel",42.365148708129546,-71.20236039161682,42.365252,-71.202298,1,rooftop,331,"California St",,,Newton,MA,"Middlesex County",02458,US,"Town of Newton"
S32038,"Edgerly Education Center",42.38717463348314,-71.08714388528824,42.386994,-71.087217,1,rooftop,41,"Cross St",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
404,"Mass Ave T Station",42.34135615767354,-71.08336953450817,42.341274,-71.08323,1,rooftop,395-397,"Massachusetts Ave",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
C32083,"Washington St at Walsh Playground",42.277194696397906,-71.06955613950048,42.277079,-71.069191,1,rooftop,1008,"Washington St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
260,"Fields Corner T Stop",42.299633488420625,-71.06068975823291,42.299548,-71.060576,1,rooftop,1493,"Dorchester Ave",,,Dorchester,MA,"Suffolk County",02122,US,"City of Boston"
K32010,"High St at Cypress St",42.324480772,-71.121399522,42.324411,-71.121593,1,rooftop,225,"High St",,,Brookline,MA,"Norfolk County",02445,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
195,"Child Street at Brian P. Murphy Staircase",42.371976784679745,-71.07200495972165,42.37181,-71.071879,1,rooftop,40,"Child St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
151,"Surface Rd at India St",42.358155,-71.052163,42.358308,-71.051771,1,rooftop,559,"Atlantic Ave",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
A32042,"Surface Rd at Summer St",42.35294569782581,-71.05656400803126,42.353289,-71.056331,1,rooftop,175,"Federal St",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
582,"Gore Street at Lambert Street",42.373079797934935,-71.08634233665725,42.372668,-71.086368,1,rooftop,170,"Gore St",,,Cambridge,MA,"Middlesex County",02141,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
543,"American Legion Hwy at Hyde Park Ave",42.27265394101898,-71.119903922081,42.272909,-71.119771,1,rooftop,800,"Hyde Park Ave",,,"Hyde Park",MA,"Suffolk County",02136,US,"City of Boston"
C32028,"The Lawn on D",42.344807148,-71.044184208,42.3445,-71.043909,1,rooftop,411-415,"D St",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
F32003,"Tufts Sq - Main St at Medford St",42.401697,-71.106128,42.401896,-71.105756,1,rooftop,470,"Main St",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
506,"Broadway at Gerrish Ave",42.39453079292221,-71.03085594484583,42.394499,-71.030553,1,rooftop,615,Broadway,,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
T32018,"Derby Street",42.520096183311445,-70.8913904428482,42.520376,-70.891638,1,rooftop,288,"Derby St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32033,"Savin Hill T Stop - S Sydney St at Bay St",42.3106,-71.0539,42.310688,-71.053609,1,rooftop,24-140,"S Sydney St",,,Boston,MA,"Suffolk County",02125,US,"City of Boston"
353,"Mattapan Library",42.2773889,-71.09325,42.277359,-71.093131,1,rooftop,1354-1356,"Blue Hill Ave",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
78,"Union Square - Somerville",42.37964789967527,-71.09540475672475,42.379901,-71.095351,1,rooftop,63,"Union Sq",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32035,"Rogers St & Land Blvd",42.366446738529454,-71.07654601335526,42.366264,-71.076479,1,rooftop,57,"Land Blvd",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
C32035,"Troy Boston",42.343690395,-71.062003851,42.343714,-71.061809,1,nearest_street,,US-1,,,Boston,MA,"Suffolk County",02118,US,"TIGER/Line® dataset from the US Census Bureau"
B32008,"Boston City Hall - 28 State St",42.35892,-71.057629,42.358749,-71.057531,1,rooftop,206,"Washington St",,,Boston,MA,"Suffolk County",02109,US,"City of Boston"
480,"Thorndike Field at Minuteman Bikeway",42.40016804853787,-71.14456963094199,42.400624,-71.144437,0.99,rooftop,132,"Varnum St",,,Arlington,MA,"Middlesex County",02474,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Z32999,"Cummins Highway at Blue Hill Ave T Stop",42.269988465946064,-71.09746182817616,42.270141,-71.097192,1,rooftop,820,"Cummins Hwy",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
D32042,"Park Plaza at Charles St S.",42.351828068920675,-71.06781138111728,42.351622,-71.067819,1,rooftop,2,"Columbus Ave",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
482,"Kearins Playground",42.406161241322444,-71.06041654944418,42.406337,-71.060295,1,rooftop,24,"Otis St",,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
486,"Langley Lot",42.330528,-71.192861,42.330745,-71.192707,1,rooftop,40,"Langley Rd",,,"Newton Center",MA,"Middlesex County",02459,US,"Town of Newton"
T32010,"Forest River Park",42.506395,-70.88693,42.506243,-70.887294,1,rooftop,36,"West Ave",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
54,"Tremont St at West St",42.354979,-71.063348,42.354949,-71.063171,1,rooftop,148,"Tremont St",,,Boston,MA,"Suffolk County",02111,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32043,"Washington St @ New Washington St (Temp Winter Station)",42.38103731531107,-71.08709779349738,42.3808,-71.086979,1,rooftop,120,"Washington St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
307,"Broadway T Stop (former)",42.3428,-71.05751,42.342977,-71.057353,1,rooftop,115,"Dorchester Ave",,,"South Boston",MA,"Suffolk County",02127,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
25,"South End Library - Tremont St at W Newton St",42.341332,-71.076847,42.341403,-71.076955,1,rooftop,685,"Tremont St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
244,"Archdale Rd at Washington St (former)",42.292706,-71.121145,42.29273,-71.121062,1,rooftop,3990,"Washington St",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
437,"Berkshire Street at Cambridge Street",42.37207657915397,-71.08995433905875,42.372028,-71.089802,1,rooftop,146,"Berkshire St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
103,"JFK Crossing at Harvard St. / Thorndike St.",42.346551241753566,-71.1283321143128,42.346442,-71.128569,1,rooftop,454,"Harvard St",,,Brookline,MA,"Norfolk County",02446,US,"City of Brookline"
59,"Chinatown Gate Plaza",42.351356,-71.059367,42.351337,-71.059822,1,rooftop,88,"Beach St",,,Boston,MA,"Suffolk County",02111,US,"City of Boston"
58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,42.355684,-71.072681,1,rooftop,96,"Beacon St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
M32017,"Harvard Square at Brattle St / Eliot St",42.373328798874056,-71.12098601080106,42.373254,-71.120955,1,rooftop,34,"Brattle St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
F32011,"Carr Park",42.434365,-71.094755,42.434144,-71.094845,1,rooftop,49,"Winslow Ave",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
197,"MLK Blvd at Washington St",42.32143814183195,-71.09126061201096,42.321082,-71.091456,1,rooftop,135,"Martin Luther King Jr Blvd",,,Boston,MA,"Suffolk County",02119,US,"City of Boston"
A32043,"Western Ave at Richardson St",42.361787410661876,-71.14393111327445,42.361653,-71.14392,1,rooftop,500,"Western Ave",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
399,"Shawmut Ave at Oak St W",42.34854543411198,-71.06559185315746,42.348422,-71.0658,1,rooftop,332,"Tremont St",,,Boston,MA,"Suffolk County",02116,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
532,"Concord Ave at Spinelli Place",42.390719,-71.1538877,42.390953,-71.153709,1,rooftop,755,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
410,"Adams St at Lonsdale St",42.291679428741226,-71.05726346409938,42.291835,-71.057082,1,rooftop,504,"Adams St",,,Dorchester,MA,"Suffolk County",02122,US,"City of Boston"
66,"Commonwealth Ave at Griggs St",42.34922469338298,-71.13275302578586,42.349177,-71.13246,1,rooftop,1266,"Commonwealth Ave",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
R32001,"Sumner St at Shirley Ave",42.408337058129746,-70.99804848432541,42.408263,-70.998109,1,rooftop,69,"Shirley Ave",,,Revere,MA,"Suffolk County",02151,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32083,"John Ahern Field at Kennedy-Longfellow School",42.36903566594827,-71.08630959910442,42.369401,-71.086201,1,rooftop,158,"Spring St",,,Cambridge,MA,"Middlesex County",02141,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
168,"Harvard Ave at Brainerd Rd (former)",42.349561885454115,-71.1302706227616,42.349679,-71.130111,1,rooftop,214,"Harvard Ave",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
516,"Salem Ferry Landing",42.52189284110247,-70.8806911110878,42.521845,-70.88048,1,rooftop,10,"Blaney St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
BCBS01,"BCBS Hingham",42.16722555541654,-70.90555783370291,42.168287,-70.905134,0.99,rooftop,25,"Technology Pl",,,Hingham,MA,"Plymouth County",02043,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
186,"Congress St at Northern Ave",42.3481,-71.03764,42.347793,-71.037572,1,rooftop,899,"Congress St",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
508,"855 Broadway",42.398417726101584,-71.02390923402707,42.398413,-71.023741,1,rooftop,855,Broadway,,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
N32018,"Centre St at Commonwealth Ave",42.336117387,-71.193796754,42.336488,-71.193951,1,rooftop,647,"Commonwealth Ave",,,"Newton Center",MA,"Middlesex County",02459,US,"Town of Newton"
A32035,"Orient Heights T Stop - Bennington St at Saratoga St",42.386781,-71.006098,42.387089,-71.006281,1,rooftop,1016,"Bennington St",,,"East Boston",MA,"Suffolk County",02128,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
188,"Foss Park",42.39108438146733,-71.09039425849915,42.391318,-71.090414,1,rooftop,259,Broadway,,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
199,"Uphams Corner T Stop - Magnolia St at Dudley St",42.318697341722434,-71.0697814822197,42.318549,-71.069711,1,rooftop,6,"Magnolia St",,,Dorchester,MA,"Suffolk County",02125,US,"City of Boston"
12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,42.336082,-71.087841,1,rooftop,840,"Columbus Ave",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
